"id","scope_kind","feature","domain","original_type","original_audience","original_priority","original_prototype_target","original_scenarios","description","personas","journeys","screens","permission_contract","edge_cases","verification_status","observed_run_evidence","required_evidence","acceptance_checks","related_ids","implementation_status","evidence_basis","historical_audit_status","historical_audit_limitation","competitor_evidence","source_refs","delivery_scope","reconciled_on"
"CMP-019","baseline","One-click application primitives for payments email file storage and background jobs","Application Services","New","All","P1","Simulated","S01;S07;S08;S15","Provide one-click application primitives for payments email file storage and background jobs for all. Configure real app payment/email/storage/job adapters with scoped authority; fixtures and billing effects are explicit.","Developer || QA || Admin","J13 || J03","SC10","Granted developer role; separate migration approver for destructive impact.","EC01 || EC02 || EC03 || EC11 || EC13 || EC07","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Configure real app payment/email/storage/job adapters with scoped authority; fixtures and billing effects are explicit. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC13, EC07); preserve drafts on recoverable failure and enforce the permission contract server-side.","","pending","E03 historical row reports Pending: No verified implementation in this revision. No newer row-specific verification reviewed.","Pending","No verified implementation in this revision.","not_applicable","E02 || E03#CMP-019","committed_scope_not_completion","2026-09-25"
"CMP-020","baseline","CLI SDK and local roundtrip with optional codebase eject","Developer Experience","New","Developers","P1","Simulated","S03;S04;S10-S12","Provide cli sdk and local roundtrip with optional codebase eject for developers. Export/eject supported source/docs/workflows/context with manifest and validate local roundtrip without secrets.","Individual || Developer || Admin || Client","J16 || J07","SC21","Owner/granted exporter; secrets and unauthorized client/workspace data excluded.","EC01 || EC02 || EC03 || EC11 || EC07 || EC13","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Export/eject supported source/docs/workflows/context with manifest and validate local roundtrip without secrets. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC07, EC13); preserve drafts on recoverable failure and enforce the permission contract server-side. || Apply expanded acceptance in SUP-09; these requirements supplement or correct this row.","SUP-09","pending","E03 historical row reports Pending: No verified implementation in this revision. No newer row-specific verification reviewed.","Pending","No verified implementation in this revision.","not_applicable","E02 || E03#CMP-020","committed_scope_not_completion","2026-09-25"
"CMP-021","baseline","Continuous two-way repository synchronization with drift detection and conflict resolution","Git","New","Developers","P0","Simulated","S02-S14","Provide continuous two-way repository synchronization with drift detection and conflict resolution for developers. Detect remote drift, fetch changes and reconcile conflicts both ways without overwriting uncommitted work.","Developer || QA","J03","SC12","Repository contributor subject to CODEOWNERS/branch protection; merge grant separate.","EC01 || EC02 || EC03 || EC11 || EC06 || EC04 || EC09","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Detect remote drift, fetch changes and reconcile conflicts both ways without overwriting uncommitted work. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC06, EC04, EC09); preserve drafts on recoverable failure and enforce the permission contract server-side. || Apply expanded acceptance in SUP-04; these requirements supplement or correct this row.","SUP-04","pending","E03 historical row reports Pending: No verified implementation in this revision. No newer row-specific verification reviewed.","Pending","No verified implementation in this revision.","not_applicable","E02 || E03#CMP-021","committed_scope_not_completion","2026-09-25"
"CMP-022","baseline","Reusable team skills rules and workflow-template marketplace","Marketplace","Enhanced","All","P1","Simulated","S01;S09;S15","Provide reusable team skills rules and workflow-template marketplace for all. Version/share reviewed team skills/rules/workflows with permissions, provenance and compatibility checks.","Individual || Nontechnical || Developer || Client","J11","SC19","Browse permitted listings; owner approves publish/clone costs and dependency grants.","EC01 || EC02 || EC03 || EC11 || EC14 || EC05 || EC07","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Version/share reviewed team skills/rules/workflows with permissions, provenance and compatibility checks. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC14, EC05, EC07); preserve drafts on recoverable failure and enforce the permission contract server-side. || Apply expanded acceptance in SUP-06; these requirements supplement or correct this row.","SUP-06","pending","E03 historical row reports Pending: No verified implementation in this revision. No newer row-specific verification reviewed.","Pending","No verified implementation in this revision.","not_applicable","E02 || E03#CMP-022","committed_scope_not_completion","2026-09-25"
"UNI-001","baseline","Kova Context Lens to click or lasso anything and Ask Change Diagnose Test Trace or Measure it","Interaction","New","All","P0","Functional-lite","S01-S16","Provide kova context lens to click or lasso anything and ask change diagnose test trace or measure it for all. Select/click/lasso actual app objects and invoke Ask/Change/Diagnose/Test/Trace/Measure with source mapping.","Nontechnical || Developer || PM || QA","J12 || J05","SC07 || SC11","Inspection follows source permissions; proposed changes need scope and execution grants.","EC01 || EC02 || EC03 || EC11 || EC08","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Select/click/lasso actual app objects and invoke Ask/Change/Diagnose/Test/Trace/Measure with source mapping. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC08); preserve drafts on recoverable failure and enforce the permission contract server-side.","","partial","E03 historical row reports Partial: Click selection and scoped prompt; lasso/diagnose/trace/measure absent. No newer row-specific verification reviewed.","Partial","Click selection and scoped prompt; lasso/diagnose/trace/measure absent.","not_applicable","E02 || E03#UNI-001","committed_scope_not_completion","2026-09-25"
"UNI-002","baseline","Change Scope Dial for this instance shared component page journey role or whole product","Interaction","New","All","P0","Functional-lite","S01-S16","Provide change scope dial for this instance shared component page journey role or whole product for all. Choose instance/component/page/journey/role/product scope and show affected objects before mutation.","Nontechnical || Developer || PM || QA","J12 || J05","SC07 || SC11","Inspection follows source permissions; proposed changes need scope and execution grants.","EC01 || EC02 || EC03 || EC11 || EC08","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Choose instance/component/page/journey/role/product scope and show affected objects before mutation. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC08); preserve drafts on recoverable failure and enforce the permission contract server-side.","","partial","E03 historical row reports Partial: Element/component/journey prompt scope only. No newer row-specific verification reviewed.","Partial","Element/component/journey prompt scope only.","not_applicable","E02 || E03#UNI-002","committed_scope_not_completion","2026-09-25"
"UNI-003","baseline","Selection Dependency X-Ray across code repositories APIs data agents tests owners and deployments","Traceability","New","All","P0","Functional-lite","S02-S16","Provide selection dependency x-ray across code repositories apis data agents tests owners and deployments for all. Inspect linked code/API/data/Bot/test/owner/deployment dependencies for a selection; unknown links stay unknown.","Nontechnical || Developer || PM || QA","J12 || J05","SC07 || SC11","Inspection follows source permissions; proposed changes need scope and execution grants.","EC01 || EC02 || EC03 || EC11 || EC08","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Inspect linked code/API/data/Bot/test/owner/deployment dependencies for a selection; unknown links stay unknown. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC08); preserve drafts on recoverable failure and enforce the permission contract server-side.","","pending","E03 historical row reports Pending: No verified implementation in this revision. No newer row-specific verification reviewed.","Pending","No verified implementation in this revision.","not_applicable","E02 || E03#UNI-003","committed_scope_not_completion","2026-09-25"
"UNI-004","baseline","Why and provenance view linking selected behavior to requirements designs decisions commits and owners","Traceability","New","All","P0","Functional-lite","S02-S16","Provide why and provenance view linking selected behavior to requirements designs decisions commits and owners for all. Trace visible behavior to versioned requirement/design/decision/commit/owner evidence.","Nontechnical || Developer || PM || QA","J12 || J05","SC07 || SC11","Inspection follows source permissions; proposed changes need scope and execution grants.","EC01 || EC02 || EC03 || EC11 || EC08","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Trace visible behavior to versioned requirement/design/decision/commit/owner evidence. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC08); preserve drafts on recoverable failure and enforce the permission contract server-side.","","pending","E03 historical row reports Pending: No verified implementation in this revision. No newer row-specific verification reviewed.","Pending","No verified implementation in this revision.","not_applicable","E02 || E03#UNI-004","committed_scope_not_completion","2026-09-25"
"UNI-005","baseline","Selection-based cross-layer change contract with impact plan cost risk and coordinated resources","Planning","New","All","P0","Simulated","S02-S14","Provide selection-based cross-layer change contract with impact plan cost risk and coordinated resources for all. Approve a selection-specific UI/API/data/test/document change contract with impact, cost and allowed resources.","PM || Developer || Nontechnical","J04 || J03","SC04 || SC05 || SC06","PM owns business scope; Developer owns technical approval; approval bound to version.","EC01 || EC02 || EC03 || EC11 || EC08 || EC04","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Approve a selection-specific UI/API/data/test/document change contract with impact, cost and allowed resources. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC08, EC04); preserve drafts on recoverable failure and enforce the permission contract server-side.","","pending","E03 historical row reports Pending: No verified implementation in this revision. No newer row-specific verification reviewed.","Pending","No verified implementation in this revision.","not_applicable","E02 || E03#UNI-005","committed_scope_not_completion","2026-09-25"
"UNI-006","baseline","Journey Lasso to record or select a multi-screen flow and change or test it as one unit","Experience","New","All","P0","Functional-lite","S01;S02;S05;S06;S13","Provide journey lasso to record or select a multi-screen flow and change or test it as one unit for all. Record/select a multi-screen journey and verify changes/checks across the entire selected path.","Individual || Nontechnical || Developer || PM","J02 || J03","SC04","Project contributor within persisted task contract; external mutations follow policy.","EC01 || EC02 || EC03 || EC11 || EC09 || EC10 || EC18","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Record/select a multi-screen journey and verify changes/checks across the entire selected path. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC09, EC10, EC18); preserve drafts on recoverable failure and enforce the permission contract server-side.","","pending","E03 historical row reports Pending: No verified implementation in this revision. No newer row-specific verification reviewed.","Pending","No verified implementation in this revision.","not_applicable","E02 || E03#UNI-006","committed_scope_not_completion","2026-09-25"
"UNI-007","baseline","Persona and condition reality switch across roles devices locales accessibility networks permissions and data states","Validation","New","All","P1","Simulated","S01;S02;S06;S08;S13","Provide persona and condition reality switch across roles devices locales accessibility networks permissions and data states for all. Switch test persona/device/locale/network/data conditions without granting the tester that persona's production authority.","QA || Developer || PM","J05 || J03","SC11","QA owns sign-off; execution uses permitted test environment and latest build.","EC01 || EC02 || EC03 || EC11 || EC08 || EC10","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Switch test persona/device/locale/network/data conditions without granting the tester that persona's production authority. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC08, EC10); preserve drafts on recoverable failure and enforce the permission contract server-side.","","pending","E03 historical row reports Pending: No verified implementation in this revision. No newer row-specific verification reviewed.","Pending","No verified implementation in this revision.","not_applicable","E02 || E03#UNI-007","committed_scope_not_completion","2026-09-25"
"UNI-008","baseline","Capability Truth Overlay showing Proposed Mocked Connected Tested Verified and Deployed states with evidence","Trust","New","All","P0","Functional-lite","S01-S16","Provide capability truth overlay showing proposed mocked connected tested verified and deployed states with evidence for all. Show Proposed/Mocked/Connected/Tested/Verified/Deployed separately with scoped dated evidence; no inferred completion.","Nontechnical || Developer || PM || QA","J12 || J05","SC07 || SC11","Inspection follows source permissions; proposed changes need scope and execution grants.","EC01 || EC02 || EC03 || EC11 || EC08","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Show Proposed/Mocked/Connected/Tested/Verified/Deployed separately with scoped dated evidence; no inferred completion. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC08); preserve drafts on recoverable failure and enforce the permission contract server-side.","","partial","E03 historical row reports Partial: Explicit local/prototype/pending labels; no comprehensive overlay. No newer row-specific verification reviewed.","Partial","Explicit local/prototype/pending labels; no comprehensive overlay.","not_applicable","E02 || E03#UNI-008","committed_scope_not_completion","2026-09-25"
"UNI-009","baseline","Agent Output Lens tracing a selected response to model prompt tool knowledge memory source cost and latency","Agents","New","Agent teams","P0","Functional-lite","S01;S05;S09;S13;S16","Provide agent output lens tracing a selected response to model prompt tool knowledge memory source cost and latency for agent teams. Trace a selected response to actual model/prompt/tool/knowledge/memory/cost/latency with secrets redacted.","Individual || Developer || Admin","J08 || J03","SC13 || SC14 || SC04","Definition editor configures; run actor and every child stay within parent grant; human gates enforced.","EC01 || EC02 || EC03 || EC11 || EC09 || EC10 || EC16","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Trace a selected response to actual model/prompt/tool/knowledge/memory/cost/latency with secrets redacted. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC09, EC10, EC16); preserve drafts on recoverable failure and enforce the permission contract server-side.","","pending","E03 historical row reports Pending: No verified implementation in this revision. No newer row-specific verification reviewed.","Pending","No verified implementation in this revision.","not_applicable","E02 || E03#UNI-009","committed_scope_not_completion","2026-09-25"
"UNI-010","baseline","Data Lineage Lens tracing a selected value through UI API transformation schema source and access policy","Data","New","Technical teams","P1","Simulated","S02;S04;S07;S08;S14","Provide data lineage lens tracing a selected value through ui api transformation schema source and access policy for technical teams. Trace a value through UI/API/transformation/schema/source/access rule and disclose unknown lineage.","Developer || QA || Admin","J13 || J03","SC10","Granted developer role; separate migration approver for destructive impact.","EC01 || EC02 || EC03 || EC11 || EC13 || EC07","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Trace a value through UI/API/transformation/schema/source/access rule and disclose unknown lineage. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC13, EC07); preserve drafts on recoverable failure and enforce the permission contract server-side.","","pending","E03 historical row reports Pending: No verified implementation in this revision. No newer row-specific verification reviewed.","Pending","No verified implementation in this revision.","not_applicable","E02 || E03#UNI-010","committed_scope_not_completion","2026-09-25"
"UNI-011","baseline","Requirement and verification heatmap directly over the live application preview","Quality","New","All","P0","Functional-lite","S01;S02;S06;S13","Provide requirement and verification heatmap directly over the live application preview for all. Overlay requirement/test coverage on actual preview elements and expose missing or stale verification.","QA || Developer || PM","J05 || J03","SC11","QA owns sign-off; execution uses permitted test environment and latest build.","EC01 || EC02 || EC03 || EC11 || EC08 || EC10","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Overlay requirement/test coverage on actual preview elements and expose missing or stale verification. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC08, EC10); preserve drafts on recoverable failure and enforce the permission contract server-side.","","pending","E03 historical row reports Pending: No verified implementation in this revision. No newer row-specific verification reviewed.","Pending","No verified implementation in this revision.","not_applicable","E02 || E03#UNI-011","committed_scope_not_completion","2026-09-25"
"UNI-012","baseline","Constraint Pins that protect approved behavior design contracts and security invariants from later builds","Governance","New","All","P0","Functional-lite","S01-S16","Provide constraint pins that protect approved behavior design contracts and security invariants from later builds for all. Enforce approved invariants during later changes and require authorized reapproval for exceptions.","Admin || Developer","J06 || J15","SC16 || SC18","Owner/Admin configures policy; controlled overrides and audited exceptions only.","EC01 || EC02 || EC03 || EC11 || EC07","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Enforce approved invariants during later changes and require authorized reapproval for exceptions. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC07); preserve drafts on recoverable failure and enforce the permission contract server-side. || Apply expanded acceptance in SUP-02; these requirements supplement or correct this row.","SUP-02","pending","E03 historical row reports Pending: No verified implementation in this revision. No newer row-specific verification reviewed.","Pending","No verified implementation in this revision.","not_applicable","E02 || E03#UNI-012","committed_scope_not_completion","2026-09-25"
"UNI-013","baseline","Cross-role feedback reconciliation for conflicting PM design engineering QA and stakeholder requests","Collaboration","New","Teams","P1","Simulated","S02;S06;S13;S14","Provide cross-role feedback reconciliation for conflicting pm design engineering qa and stakeholder requests for teams. Present conflicting stakeholder requests as alternatives and record accountable resolution without last-message wins.","PM || Developer || QA || Admin || Client","J04 || J05 || J07","SC06 || SC20","Membership/project grants enforced on reads, writes, notifications and deep links.","EC01 || EC02 || EC03 || EC11 || EC04 || EC08","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Present conflicting stakeholder requests as alternatives and record accountable resolution without last-message wins. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC04, EC08); preserve drafts on recoverable failure and enforce the permission contract server-side.","","pending","E03 historical row reports Pending: No verified implementation in this revision. No newer row-specific verification reviewed.","Pending","No verified implementation in this revision.","not_applicable","E02 || E03#UNI-013","committed_scope_not_completion","2026-09-25"
"UNI-014","baseline","Risk-adaptive autonomy that escalates approval based on blast radius environment and policy","Governance","New","All","P0","Functional-lite","S01-S16","Provide risk-adaptive autonomy that escalates approval based on blast radius environment and policy for all. Escalate approval for material scope/environment/risk changes under deterministic policy.","Admin || Developer","J06 || J15","SC16 || SC18","Owner/Admin configures policy; controlled overrides and audited exceptions only.","EC01 || EC02 || EC03 || EC11 || EC07","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Escalate approval for material scope/environment/risk changes under deterministic policy. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC07); preserve drafts on recoverable failure and enforce the permission contract server-side.","","pending","E03 historical row reports Pending: No verified implementation in this revision. No newer row-specific verification reviewed.","Pending","No verified implementation in this revision.","not_applicable","E02 || E03#UNI-014","committed_scope_not_completion","2026-09-25"
"UNI-015","baseline","Reverse Product Map from an imported repository or live app with observed and inferred behavior separated","Intake","New","All","P1","Simulated","S03;S05;S10;S11","Provide reverse product map from an imported repository or live app with observed and inferred behavior separated for all. Reconstruct product map from inspected repo/live evidence; separate observations, inferences and developer corrections.","PM || Developer || Nontechnical","J04 || J03","SC04 || SC05 || SC06","PM owns business scope; Developer owns technical approval; approval bound to version.","EC01 || EC02 || EC03 || EC11 || EC08 || EC04","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Reconstruct product map from inspected repo/live evidence; separate observations, inferences and developer corrections. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC08, EC04); preserve drafts on recoverable failure and enforce the permission contract server-side. || Apply expanded acceptance in SUP-01; these requirements supplement or correct this row.","SUP-01","pending","E03 historical row reports Pending: No verified implementation in this revision. No newer row-specific verification reviewed.","Pending","No verified implementation in this revision.","not_applicable","E02 || E03#UNI-015","committed_scope_not_completion","2026-09-25"
"UNI-016","baseline","Selection-to-experiment workflow with variants feature flags success metrics rollout and rollback","Experimentation","New","Product teams","P1","Simulated","S01;S02;S06;S12;S16","Provide selection-to-experiment workflow with variants feature flags success metrics rollout and rollback for product teams. Create approved variants/flags/metrics/rollout plan and evaluate real signals; rollback follows deployment/data limits.","Developer || PM || Admin","J14 || J04","SC18","Operator reads scoped telemetry; PM approves scope changes; release authority controls production.","EC01 || EC02 || EC03 || EC11 || EC17 || EC08","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Create approved variants/flags/metrics/rollout plan and evaluate real signals; rollback follows deployment/data limits. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC17, EC08); preserve drafts on recoverable failure and enforce the permission contract server-side. || Apply expanded acceptance in SUP-08; these requirements supplement or correct this row.","SUP-08","pending","E03 historical row reports Pending: No verified implementation in this revision. No newer row-specific verification reviewed.","Pending","No verified implementation in this revision.","not_applicable","E02 || E03#UNI-016","committed_scope_not_completion","2026-09-25"
"UNI-017","baseline","Safe Removal Mode for feature cleanup across UI code APIs data flags tests documentation and release plans","Maintenance","New","Technical teams","P1","Simulated","S03-S12","Provide safe removal mode for feature cleanup across ui code apis data flags tests documentation and release plans for technical teams. Preview dependent UI/code/API/data/test/doc removal, require impact approval and validate no dangling references.","Developer","J03","SC08 || SC09","Developer with repository grant and branch policy; no production credential inheritance.","EC01 || EC02 || EC03 || EC11 || EC06 || EC04 || EC14","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Preview dependent UI/code/API/data/test/doc removal, require impact approval and validate no dangling references. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC06, EC04, EC14); preserve drafts on recoverable failure and enforce the permission contract server-side.","","pending","E03 historical row reports Pending: No verified implementation in this revision. No newer row-specific verification reviewed.","Pending","No verified implementation in this revision.","not_applicable","E02 || E03#UNI-017","committed_scope_not_completion","2026-09-25"
"UNI-018","baseline","Accepted-change learning capture into a reusable token rule skill test pattern or organization convention","Knowledge","New","Teams","P1","Simulated","S01-S16","Provide accepted-change learning capture into a reusable token rule skill test pattern or organization convention for teams. Promote accepted changes into versioned reusable rules/tests with owner approval and supersession tracking.","Developer || PM || Admin","J08 || J04","SC14","Approved memory editor manages decisions; consumers read only authorized current versions.","EC01 || EC02 || EC03 || EC11 || EC15 || EC16","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Promote accepted changes into versioned reusable rules/tests with owner approval and supersession tracking. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC15, EC16); preserve drafts on recoverable failure and enforce the permission contract server-side. || Apply expanded acceptance in SUP-03, COR-013; these requirements supplement or correct this row.","SUP-03 || COR-013","pending","E03 historical row reports Pending: No verified implementation in this revision. No newer row-specific verification reviewed.","Pending","No verified implementation in this revision.","not_applicable","E02 || E03#UNI-018","committed_scope_not_completion","2026-09-25"
"UNI-019","baseline","Role Handoff Capsules with completed work evidence open questions approvals and next actions from shared state","Collaboration","New","Teams","P0","Functional-lite","S02;S06;S13;S14","Provide role handoff capsules with completed work evidence open questions approvals and next actions from shared state for teams. Hand off versioned artifacts, evidence, open questions, permissions and next owner in one durable capsule.","PM || Developer || QA || Admin || Client","J04 || J05 || J07","SC06 || SC20","Membership/project grants enforced on reads, writes, notifications and deep links.","EC01 || EC02 || EC03 || EC11 || EC04 || EC08","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Hand off versioned artifacts, evidence, open questions, permissions and next owner in one durable capsule. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC04, EC08); preserve drafts on recoverable failure and enforce the permission contract server-side.","","pending","E03 historical row reports Pending: No verified implementation in this revision. No newer row-specific verification reviewed.","Pending","No verified implementation in this revision.","not_applicable","E02 || E03#UNI-019","committed_scope_not_completion","2026-09-25"
"MOD-001","baseline","Prompt-composer model selector with per-prompt provider and model switching","Model Control","New","All","P0","Functional-lite","S01-S16","Provide prompt-composer model selector with per-prompt provider and model switching for all. Select provider/model per prompt and record actual model in run history; fallback is explicit.","Individual || Developer || Admin","J09 || J06","SC16 || SC04","Connection owner/Admin grants use; authorized users see metadata, never raw stored key.","EC01 || EC02 || EC03 || EC11 || EC06 || EC07 || EC05","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Select provider/model per prompt and record actual model in run history; fallback is explicit. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC06, EC07, EC05); preserve drafts on recoverable failure and enforce the permission contract server-side. || Apply expanded acceptance in COR-003, COR-004; these requirements supplement or correct this row.","COR-003 || COR-004","partial","E04 reports authenticated OpenRouter generation and Jev decisions wiring; Auto remains a conservative default and full cross-provider routing is absent. Provider browser tests use fixtures.","Partial","Searchable live catalog, per-prompt selection; live provider execution requires key.","not_applicable","E02 || E03#MOD-001 || E04","committed_scope_not_completion","2026-09-25"
"MOD-002","baseline","Task-aware Auto model router for UI backend data agent research debugging and testing work","Model Control","New","All","P0","Functional-lite","S01-S16","Provide task-aware auto model router for ui backend data agent research debugging and testing work for all. Benchmark task classification/routing against fixtures; Jev failure falls back within allowlist/budget or manual review.","Individual || Developer || Admin","J09 || J06","SC16 || SC04","Connection owner/Admin grants use; authorized users see metadata, never raw stored key.","EC01 || EC02 || EC03 || EC11 || EC06 || EC07 || EC05","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Benchmark task classification/routing against fixtures; Jev failure falls back within allowlist/budget or manual review. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC06, EC07, EC05); preserve drafts on recoverable failure and enforce the permission contract server-side. || Apply expanded acceptance in SUP-10; these requirements supplement or correct this row.","SUP-10","partial","E04 reports authenticated OpenRouter generation and Jev decisions wiring; Auto remains a conservative default and full cross-provider routing is absent. Provider browser tests use fixtures.","Partial","Auto uses one configured default; task-aware routing not implemented.","not_applicable","E02 || E03#MOD-002 || E04","committed_scope_not_completion","2026-09-25"
